
1431397,631084,238423,784663,176888,525621,1530872,290661,233957,383309,1154104,248838,357662,317667,3918375,533123,282551,438845,172805,344466
22842407,1978675,753798,3054146,552738,2879462,6263097,864295,1122203,1532568,6386062,763411,984073,656008,24342977,1746774,656091,2228102,501817,200330
158443649,19202267,15059340,65223794,1897469,34449368,68510819,3888999,6716625,20761103,48515609,6724935,14942101,7059579,249799340,28584404,8714780,38858665,3813988,2209387
1214272095,241172063,115961563,638098628,31974898,618336918,1837340530,89326260,140155689,488214725,1122280732,142317046,294641395,144792522,8874308214,726979217,179057213,1052712936,92731291,56860138
